name,slug,address,source,siret,phone,email,website,google_maps_url,google_rating,google_review_count,gbp_link,opening_hours,network_affiliation,agents_names,has_blog,site_quality,is_mobile_friendly,gbp_photo_count,gbp_last_photo_date,gbp_has_posts,gbp_category,screenshot_path,enrichment_status
Agence immobilière l'Adresse Paris 13 Butte-aux-Cailles,agence-immobiliere-l-adresse-paris-13-butte-aux-cailles,"
196 Rue de Tolbiac, 75013 Paris",google_maps,,"
01 83 75 52 10",,https://www.ladresse.com/agence/l-adresse-butte-aux-cailles/49?utm_source=gmb,https://www.google.com/maps/place/Agence+immobili%C3%A8re+l%27Adresse+Paris+13+Butte-aux-Cailles/data=!4m7!3m6!1s0x47e671c299ed78fb:0x251aa6568b860780!8m2!3d48.825875!4d2.3490363!16s%2Fg%2F11h37r_b90!19sChIJ-3jtmcJx5kcRgAeGi1amGiU?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",L'Adresse,,,,,,,,,,scraped
Lévine Immobilier - Agence immobilière Paris 13,levine-immobilier-agence-immobiliere-paris-13,"
11 Rue Jeanne d'Arc, 75013 Paris",google_maps,,"
01 85 35 10 10",,https://levine-immobilier.fr/,https://www.google.com/maps/place/L%C3%A9vine+Immobilier+-+Agence+immobili%C3%A8re+Paris+13/data=!4m7!3m6!1s0x47e6734e29a16c81:0xbc1872e9c02cfe8a!8m2!3d48.8290472!4d2.3690848!16s%2Fg%2F11rgzqgf7y!19sChIJgWyhKU5z5kcRiv4swOlyGLw?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""30""}",indépendant,,,,,,,,,,scraped
KIOSK immobilier,kiosk-immobilier,"
47 Rue Bobillot, 75013 Paris",google_maps,,"
01 45 80 10 10",,https://www.kiosk.immo/#accueil,https://www.google.com/maps/place/KIOSK+immobilier/data=!4m7!3m6!1s0x47e671902b209b59:0x1fd241d5e90de0c2!8m2!3d48.8282368!4d2.3529906!16s%2Fg%2F11gbz1rx_m!19sChIJWZsgK5Bx5kcRwuAN6dVB0h8?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 20"": ""00""}",indépendant,,,,,,,,,,scraped
IMOP - Agence immobilière - Frais fixes : 5900€,imop-agence-immobiliere-frais-fixes-5900,"
105 Bd de Sébastopol, 75002 Paris",google_maps,,"
01 84 25 80 81",,https://www.imop.fr/,https://www.google.com/maps/place/IMOP+-+Agence+immobili%C3%A8re+-+Frais+fixes+:+5900%E2%82%AC/data=!4m7!3m6!1s0x47e6715b8d52ad8b:0xad4bf5f42a401a20!8m2!3d48.8664656!4d2.3522951!16s%2Fg%2F11gj0q1sfq!19sChIJi61SjVtx5kcRIBpAKvT1S60?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
Orpi Bellissimmo,orpi-bellissimmo,"
67 Av. des Gobelins, 75013 Paris",google_maps,,"
01 45 87 00 10",,https://www.orpi.com/bell/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb_paris%2013eme%20arrondissement&utm_content=bell,https://www.google.com/maps/place/Orpi+Bellissimmo/data=!4m7!3m6!1s0x47e67192ba1c2695:0xdb6ca7ffd6ce787d!8m2!3d48.8337975!4d2.3543399!16s%2Fg%2F1tcx0vcp!19sChIJlSYcupJx5kcRfXjO1v-nbNs?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",Orpi,,,,,,,,,,scraped
Agence immobilière l'Adresse Paris 13 Tolbiac,agence-immobiliere-l-adresse-paris-13-tolbiac,"
34 Rue de Tolbiac, 75013 Paris",google_maps,,"
01 53 79 19 30",,https://www.ladresse.com/agence/l-adresse-tolbiac-paris-13/153,https://www.google.com/maps/place/Agence+immobili%C3%A8re+l%27Adresse+Paris+13+Tolbiac/data=!4m7!3m6!1s0x47e6722450d4fc6b:0x64c98bc3e640145b!8m2!3d48.8285018!4d2.3727257!16s%2Fg%2F1tr8kwyv!19sChIJa_zUUCRy5kcRWxRA5sOLyWQ?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",L'Adresse,,,,,,,,,,scraped
CENTURY 21 Arago Les Gobelins Paris 13,century-21-arago-les-gobelins-paris-13,"
44 Av. des Gobelins, 75013 Paris",google_maps,,"
01 85 34 19 69",,https://www.century21-gobelins-paris-13.com/?utm_source=google_business&utm_medium=bouton_fiche_agence&utm_campaign=century-21-arago-les-gobelins-paris-13,https://www.google.com/maps/place/CENTURY+21+Arago+Les+Gobelins+Paris+13/data=!4m7!3m6!1s0x47e671929764aa67:0x9ddf043b64febc95!8m2!3d48.8344428!4d2.3530369!16s%2Fg%2F1q62dztj9!19sChIJZ6pkl5Jx5kcRlbz-ZDsE350?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""30""}",Century 21,,,,,,,,,,scraped
Côté Particuliers Paris 5 et 13 - Saint-Marcel,cote-particuliers-paris-5-et-13-saint-marcel,"
8 Bd Saint-Marcel, 75005 Paris",google_maps,,"
09 72 56 44 97",,https://paris13.coteparticuliers.com/,https://www.google.com/maps/place/C%C3%B4t%C3%A9+Particuliers+Paris+5+et+13+-+Saint-Marcel/data=!4m7!3m6!1s0x47e6714c90923619:0x51c2d396ba2f75c4!8m2!3d48.8399524!4d2.3608773!16s%2Fg%2F11k05w6lb_!19sChIJGTaSkExx5kcRxHUvupbTwlE?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
FONCIA | Agence Immobilière | Achat-Vente | Paris 5ème | Rue Monge,foncia-agence-immobiliere-achat-vente-paris-5eme-rue-monge,"
63 Rue Monge, 75005 Paris",google_maps,,"
01 59 30 36 22",,https://fr.foncia.com/agence-immobiliere/paris-75005/agence-immobiliere/foncia-transaction-paris-monge-3613,https://www.google.com/maps/place/FONCIA+%7C+Agence+Immobili%C3%A8re+%7C+Achat-Vente+%7C+Paris+5%C3%A8me+%7C+Rue+Monge/data=!4m7!3m6!1s0x47e671d97709c775:0x6c5cb3f074b9d7b3!8m2!3d48.84415!4d2.35237!16s%2Fg%2F11h92dm5k3!19sChIJdccJd9lx5kcRs9e5dPCzXGw?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",Foncia,,,,,,,,,,scraped
Orpi Les Hauts de Belleville Immobilier Paris 19eme,orpi-les-hauts-de-belleville-immobilier-paris-19eme,"
321 Rue de Belleville, 75019 Paris",google_maps,,"
01 44 52 02 14",,https://www.orpi.com/leshautsdebelleville/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb_paris%2019eme%20arrondissement&utm_content=leshautsdebelleville,https://www.google.com/maps/place/Orpi+Les+Hauts+de+Belleville+Immobilier+Paris+19eme/data=!4m7!3m6!1s0x47e66d8e4be33c13:0xf0c26e7b9ec35ede!8m2!3d48.876653!4d2.404036!16s%2Fg%2F11l4w646gb!19sChIJEzzjS45t5kcR3l7DnntuwvA?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",Orpi,,,,,,,,,,scraped
Engel & Völkers Marais,engel-volkers-marais,"
19 Rue du Roi de Sicile, 75004 Paris",google_maps,,"
01 42 71 00 15",,https://www.engelvoelkers.com/fr/fr/shops/paris-le-marais,https://www.google.com/maps/place/Engel+%26+V%C3%B6lkers+Marais/data=!4m7!3m6!1s0x47e66f098aba0e63:0xa93ffc5a1c1c93f5!8m2!3d48.8561766!4d2.3583029!16s%2Fg%2F11rbzjtp1n!19sChIJYw66iglv5kcR9ZMcHFr8P6k?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
JB Agence immobilière d'entreprise Paris 13 locaux commerciaux - location bureaux - cession fond de commerce -Vente boutique,jb-agence-immobiliere-d-entreprise-paris-13-locaux-commerciaux-location-bureaux-cession-fond-de-commerce-vente-boutique,"
8 Rue Primatice, 75013 Paris",google_maps,,"
01 84 80 95 96",,https://jb-l-agence-immobiliere-d-entreprise.com/paris13/,https://www.google.com/maps/place/JB+Agence+immobili%C3%A8re+d%27entreprise+Paris+13+locaux+commerciaux+-+location+bureaux+-+cession+fond+de+commerce+-Vente+boutique/data=!4m7!3m6!1s0x47e671f7122c58b3:0x19e8ca392d9cbfd5!8m2!3d48.8335661!4d2.3553598!16s%2Fg%2F11yhg4w1v6!19sChIJs1gsEvdx5kcR1b-cLTnK6Bk?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 22"": ""00""}",indépendant,,,,,,,,,,scraped
Krystyna Immobilier,krystyna-immobilier,"
44 Av. de la Prte d'Ivry, 75013 Paris",google_maps,,"
01 44 23 88 88",,https://www.krystyna-immobilier.com/,https://www.google.com/maps/place/Krystyna+Immobilier/data=!4m7!3m6!1s0x47e6722e9882974f:0x97ba0718383f562!8m2!3d48.820965!4d2.370982!16s%2Fg%2F1tf0py7q!19sChIJT5eCmC5y5kcRYvWDg3Ggewk?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
IMMOBILIER PARIS 13,immobilier-paris-13,"
14 Vla d'Esté, 75013 Paris",google_maps,,"
01 45 86 38 80",,http://www.immobilierparis13.com/,https://www.google.com/maps/place/IMMOBILIER+PARIS+13/data=!4m7!3m6!1s0x47e67229ae500001:0xe8d3494511aac33c!8m2!3d48.822632!4d2.3663823!16s%2Fg%2F11gg4gn6c0!19sChIJAQBQrily5kcRPMOqEUVJ0-g?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 17"": ""00""}",indépendant,,,,,,,,,,scraped
Le 13ème lieu | Louer Cabinet Thérapeute Paris 13 | Service de Location de Cabinets Parisiens,le-13eme-lieu-louer-cabinet-therapeute-paris-13-service-de-location-de-cabinets-parisiens,"
18 Rue Pinel, 75013 Paris",google_maps,,"
06 13 05 22 48",,https://louer-cabinet-therapeute.paris/,https://www.google.com/maps/place/Le+13%C3%A8me+lieu+%7C+Louer+Cabinet+Th%C3%A9rapeute+Paris+13+%7C+Service+de+Location+de+Cabinets+Parisiens/data=!4m7!3m6!1s0x47e671c5a48dea45:0x130e74c3bae9c03e!8m2!3d48.8341944!4d2.3593634!16s%2Fg%2F11lh61r1mq!19sChIJReqNpMVx5kcRPsDpusN0DhM?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 23"": ""00""}",indépendant,,,,,,,,,,scraped
MICHEL HECTUS (SARL),michel-hectus-sarl,"
25 Bd Arago, 75013 Paris",google_maps,,"
01 45 35 14 40",,http://www.michelhectus.com/,https://www.google.com/maps/place/MICHEL+HECTUS+%28SARL%29/data=!4m7!3m6!1s0x47e6719351879cdb:0x6a8c99661ae358df!8m2!3d48.8356129!4d2.3474735!16s%2Fg%2F1td719hx!19sChIJ25yHUZNx5kcR31jjGmaZjGo?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 16"": ""30""}",indépendant,,,,,,,,,,scraped
J&J Patrimoine,j-j-patrimoine,"
163 Rue de Tolbiac, 75013 Paris",google_maps,,"
01 55 32 91 05",,http://www.jjpatrimoine.com/,https://www.google.com/maps/place/J%26J+Patrimoine/data=!4m7!3m6!1s0x47e67196b86c3811:0x6b74f1bbba017a1c!8m2!3d48.8259172!4d2.3546992!16s%2Fg%2F11b893pnd0!19sChIJEThsuJZx5kcRHHoBurvxdGs?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
Régie Immobilière de la Ville de Paris,regie-immobiliere-de-la-ville-de-paris,"
13 Av. de la Pte. d'Italie, 75013 Paris",google_maps,,"
01 56 61 11 11",,http://www.rivp.fr/,https://www.google.com/maps/place/R%C3%A9gie+Immobili%C3%A8re+de+la+Ville+de+Paris/data=!4m7!3m6!1s0x47e67181bb209bcf:0x2261ca48c42b421f!8m2!3d48.8176096!4d2.3603214!16s%2Fg%2F1td3fbd1!19sChIJz5sgu4Fx5kcRH0IrxEjKYSI?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 17"": ""30""}",indépendant,,,,,,,,,,scraped
Agence immobilière FREDeLION – Paris 13 Cinq Diamants,agence-immobiliere-fredelion-paris-13-cinq-diamants,"
50 Rue des Cinq Diamants, 75013 Paris",google_maps,,"
01 83 64 12 13",,https://www.fredelion.com/fr/nos-agences/fredelion-cinq-diamants/188,https://www.google.com/maps/place/Agence+immobili%C3%A8re+FREDeLION+%E2%80%93+Paris+13+Cinq+Diamants/data=!4m7!3m6!1s0x47e6717921b0cac7:0x8716cc8b8a7a70d6!8m2!3d48.8280218!4d2.34967!16s%2Fg%2F11xgr60yj8!19sChIJx8qwIXlx5kcR1nB6iovMFoc?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""30""}",indépendant,,,,,,,,,,scraped
Suptertiaire Paris - École d'immobilier,suptertiaire-paris-ecole-d-immobilier,"
7 Rue Moncey, 75009 Paris",google_maps,,"
01 42 47 12 12",,https://www.suptertiaire-immobilier.fr/nos-campus/ecole-en-immobilier-a-paris/?utm_source=gmb&utm_medium=paris,https://www.google.com/maps/place/Suptertiaire+Paris+-+%C3%89cole+d%27immobilier/data=!4m7!3m6!1s0x47e66e14a09df8ef:0x28e75b468013a5b5!8m2!3d48.8798403!4d2.3306449!16s%2Fg%2F1tlgx7zt!19sChIJ7_idoBRu5kcRtaUTgEZb5yg?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 17"": ""30""}",indépendant,,,,,,,,,,scraped
Cabinet BR IMMOBILIER,cabinet-br-immobilier,"
7 Av. de l'Opéra, 75001 Paris",google_maps,,"
01 40 15 92 25",,http://www.br-immo.fr/,https://www.google.com/maps/place/Cabinet+BR+IMMOBILIER/data=!4m7!3m6!1s0x47e66e254af156f7:0xbb3b1bd76a3de0f6!8m2!3d48.864991!4d2.3344098!16s%2Fg%2F11hbkk06md!19sChIJ91bxSiVu5kcR9uA9atcbO7s?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 20"": ""00""}",indépendant,,,,,,,,,,scraped
Nouvelle Vague Real Estate,nouvelle-vague-real-estate,"
55 Rue de Bellechasse, 75007 Paris",google_maps,,"
01 40 60 01 01",,https://nouvellevague-paris.fr/,https://www.google.com/maps/place/Nouvelle+Vague+Real+Estate/data=!4m7!3m6!1s0x47e671aa9f198471:0xcfd561aa3bab1bf!8m2!3d48.855235!4d2.320275!16s%2Fg%2F11w8x3xrv6!19sChIJcYQZn6px5kcRv7G6oxpW_Qw?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 18"": ""30""}",indépendant,,,,,,,,,,scraped
Abeille Immobilier,abeille-immobilier,"
76 Av. d'Italie, 75013 Paris",google_maps,,"
01 43 13 13 73",,http://www.abeille-immobilier.com/,https://www.google.com/maps/place/Abeille+Immobilier/data=!4m7!3m6!1s0x47e6718f66e615cf:0xa1db7f3f53b81305!8m2!3d48.8263349!4d2.3569208!16s%2Fg%2F1thcm2dk!19sChIJzxXmZo9x5kcRBRO4Uz9_26E?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 17"": ""45""}",indépendant,,,,,,,,,,scraped
CAFPI Paris 13 courtier en crédit immobilier,cafpi-paris-13-courtier-en-credit-immobilier,"
104 Bd Auguste Blanqui, 75013 Paris",google_maps,,"
01 44 08 80 00",,https://www.cafpi.fr/agences/courtier-paris-05,https://www.google.com/maps/place/CAFPI+Paris+13+courtier+en+cr%C3%A9dit+immobilier/data=!4m7!3m6!1s0x47e671ece664be5d:0x9ec791393bf33425!8m2!3d48.83142!4d2.344102!16s%2Fg%2F11d_b9sc4_!19sChIJXb5k5uxx5kcRJTTzOzmRx54?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 18"": ""00""}",indépendant,,,,,,,,,,scraped
Empruntis PARIS 13 courtier en crédit immobilier,empruntis-paris-13-courtier-en-credit-immobilier,"
201 Rue de Tolbiac, 75013 Paris",google_maps,,"
07 68 07 45 80",,https://www.empruntis.com/agences/courtier-immobilier-paris-13-1183.php,https://www.google.com/maps/place/Empruntis+PARIS+13+courtier+en+cr%C3%A9dit+immobilier/data=!4m7!3m6!1s0x47e6712884e4a82f:0x38ea7d22c19add57!8m2!3d48.8256344!4d2.3492796!16s%2Fg%2F11j3q5cp8g!19sChIJL6jkhChx5kcRV92awSJ96jg?authuser=0&hl=fr&rclk=1,,,,,indépendant,,,,,,,,,,scraped
Diagnostic immobilier Paris 13 – Maître Diagnostic,diagnostic-immobilier-paris-13-maitre-diagnostic,"
40 Rue Pascal, 75013 Paris",google_maps,,"
06 49 74 87 96",,https://maitrediagnostic.com/diagnostic-immobilier-paris-13/,https://www.google.com/maps/place/Diagnostic+immobilier+Paris+13+%E2%80%93+Ma%C3%AEtre+Diagnostic/data=!4m7!3m6!1s0x47e671985b862f87:0xbbce1feb980530bc!8m2!3d48.8365386!4d2.3476154!16s%2Fg%2F11r_l391yp!19sChIJhy-GW5hx5kcRvDAFmOsfzrs?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
Agence immobilière Paris Rive Gauche – Espaces Atypiques,agence-immobiliere-paris-rive-gauche-espaces-atypiques,"
84 Bd Saint-Michel, 75006 Paris",google_maps,,"
01 85 73 66 13",,https://www.espaces-atypiques.com/paris-rive-gauche/?utm_campaign=GoogleMyBusiness&utm_medium=Local&utm_source=Google,https://www.google.com/maps/place/Agence+immobili%C3%A8re+Paris+Rive+Gauche+%E2%80%93+Espaces+Atypiques/data=!4m7!3m6!1s0x47e67133d6dfb9d1:0xc5f50296f93ec484!8m2!3d48.8423078!4d2.3377387!16s%2Fg%2F11fd4qyb10!19sChIJ0bnf1jNx5kcRhMQ--ZYC9cU?authuser=0&hl=fr&rclk=1,,,,"{""Ouvre bientôt · 14"": ""00""}",indépendant,,,,,,,,,,scraped
Ecodiag Immo,ecodiag-immo,"
47 Rue Dunois, 75013 Paris",google_maps,,"
06 46 68 68 55",,http://www.ecodiag-immo.fr/?utm_source=gmb,https://www.google.com/maps/place/Ecodiag+Immo/data=!4m7!3m6!1s0x47e672304565072b:0x96abcc926726199f!8m2!3d48.8318344!4d2.3680247!16s%2Fg%2F11b878gny5!19sChIJKwdlRTBy5kcRnxkmZ5LMq5Y?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
Céline David Conseil Immobilier Paris 13e,celine-david-conseil-immobilier-paris-13e,"
75013 Paris",google_maps,,,,https://www.safti.fr/votre-conseiller-safti/celine-david,https://www.google.com/maps/place/C%C3%A9line+David+Conseil+Immobilier+Paris+13e/data=!4m7!3m6!1s0x2e94ea4cb2dbd075:0x448d239a24471355!8m2!3d48.8243168!4d2.3659085!16s%2Fg%2F11kqrjk5_w!19sChIJddDbskzqlC4RVRNHJJojjUQ?authuser=0&hl=fr&rclk=1,,,,"{""Ouvert · Ferme à 19"": ""00""}",indépendant,,,,,,,,,,scraped
Cabinet J. Raimon Agence immobilière Paris 13eme Arrondissement,cabinet-j-raimon-agence-immobiliere-paris-13eme-arrondissement,"
96 Av. d'Italie, 75013 Paris",google_maps,,"
01 45 88 77 95",,https://www.jeanraimon.com/fr,https://www.google.com/maps/place/Cabinet+J.+Raimon+Agence+immobili%C3%A8re+Paris+13eme+Arrondissement/data=!4m7!3m6!1s0x47e671858c9ac819:0xebe306ceed817512!8m2!3d48.8253992!4d2.3571791!16s%2Fg%2F1vn17vg5!19sChIJGciajIVx5kcREnWB7c4G4-s?authuser=0&hl=fr&rclk=1,,,,"{""Ouvre bientôt · 14"": ""00""}",indépendant,,,,,,,,,,scraped
Vente Immobilière PARIS,vente-immobiliere-paris,"
17 Rue de Domrémy, 75013 Paris",google_maps,,"
07 83 56 58 88",,,https://www.google.com/maps/place/Vente+Immobili%C3%A8re+PARIS/data=!4m7!3m6!1s0x47e673387faac1d5:0xb8f9bf281bb1542c!8m2!3d48.830242!4d2.3729211!16s%2Fg%2F11j74k43lh!19sChIJ1cGqfzhz5kcRLFSxGyi_-bg?authuser=0&hl=fr&rclk=1,,,,,indépendant,,,,,,,,,,scraped
Immobilière 3F ( siège social),immobiliere-3f-siege-social,"
159 Rue Nationale, 75013 Paris",google_maps,,"
01 40 77 15 15",,https://www.immobiliere-3f-paris.fr/,https://www.google.com/maps/place/Immobili%C3%A8re+3F+%28+si%C3%A8ge+social%29/data=!4m7!3m6!1s0x47e6718a4638c8b5:0x2945ac76e0209acf!8m2!3d48.8321339!4d2.3626405!16s%2Fg%2F1tdw2sqb!19sChIJtcg4Ropx5kcRz5og4HasRSk?authuser=0&hl=fr&rclk=1,,,,"{""Ouvre bientôt · 14"": ""00""}",indépendant,,,,,,,,,,scraped
ICF Habitat La Sablière Direction Territoriale Paris Seine Bièvre,icf-habitat-la-sabliere-direction-territoriale-paris-seine-bievre,"
83/85 Bd Vincent Auriol CS 41533, 75646 Paris Cedex 13",google_maps,,"
01 82 88 45 63",,https://www.icfhabitat.fr/groupe/icf-habitat-la-sabliere,https://www.google.com/maps/place/ICF+Habitat+La+Sabli%C3%A8re+Direction+Territoriale+Paris+Seine+Bi%C3%A8vre/data=!4m7!3m6!1s0x47e67220370c3017:0x8dc99a878fa2180f!8m2!3d48.8344635!4d2.36736!16s%2Fg%2F11btm09qdr!19sChIJFzAMNyBy5kcRDxiij4eayY0?authuser=0&hl=fr&rclk=1,,,,"{""Fermé · Ouvre à 08"": ""30 ven.""}",indépendant,,,,,,,,,,scraped
